Pre,Displacement,Tension,Resistance,Stutus,,0--12,4--12,8--12,,,,
75.68,3.78,23.5,,51.69,3.78,23.5,,,,,,
75.69,3.79,23.6,,51.7,3.79,23.6,,,,,,
75.71,3.8,23.5,,51.72,3.8,23.5,,,,,,
75.72,3.82,23.3,,51.73,3.82,23.3,,,,,,
75.73,3.83,23.5,,51.74,3.83,23.5,,,,,,
75.74,3.84,23.6,,51.75,3.84,23.6,,,,,,
75.76,3.86,23.6,,51.77,3.86,23.6,,,,,,
75.77,3.87,23.7,,51.78,3.87,23.7,,,,,,
75.78,3.88,23.9,,51.79,3.88,23.9,,,,,,
75.79,3.9,23.9,,51.8,3.9,23.9,,,,,,
75.8,3.91,23.9,,51.81,3.91,23.9,,,,,,
75.82,3.92,24,,51.83,3.92,24,,,,,,
75.83,3.94,24.1,,51.84,3.94,24.1,,,,,,
75.84,3.96,24.1,,51.85,3.96,24.1,,,,,,
75.85,3.97,24.1,,51.86,3.97,24.1,,,,,,
75.87,3.98,24.1,,51.88,3.98,24.1,,,,,,
75.88,4,24.3,,51.89,4,24.3,,,,,,
75.89,4.01,24.4,,51.9,4.01,24.4,,,,,,
75.9,4.01,24.5,,51.91,4.01,24.5,,,,,,
75.92,4.03,24.7,,51.93,4.03,24.7,,,,,,
75.93,4.05,24.7,,51.94,4.05,24.7,,,,,,
75.94,4.06,24.5,,51.95,4.06,24.5,,,,,,
75.95,4.07,24.4,,51.96,4.07,24.4,,,,,,
75.96,4.09,24.2,,51.97,4.09,24.2,,,,,,
75.98,4.1,24.3,,51.99,4.1,24.3,,,,,,
75.99,4.11,24.5,,52,4.11,24.5,,,,,,
76,4.13,24.8,,52.01,4.13,24.8,,,,,,
76.01,4.14,24.7,,52.02,4.14,24.7,,,,,,
76.03,4.15,24.7,,52.04,4.15,24.7,,,,,,
76.04,4.17,24.9,,52.05,4.17,24.9,,,,,,
76.05,4.17,24.9,,52.06,4.17,24.9,,,,,,
76.06,4.19,25.1,,52.07,4.19,25.1,,,,,,
76.08,4.2,25,,52.09,4.2,25,,,,,,
76.09,4.22,25.1,,52.1,4.22,25.1,,,,,,
76.1,4.23,25.2,,52.11,4.23,25.2,,,,,,
76.11,4.24,25.3,,52.12,4.24,25.3,,,,,,
76.12,4.25,25.2,,52.13,4.25,25.2,,,,,,
76.14,4.26,24.9,,52.15,4.26,24.9,,,,,,
76.15,4.28,25.2,,52.16,4.28,25.2,,,,,,
76.16,4.29,25.4,,52.17,4.29,25.4,,,,,,
76.17,4.3,25.1,,52.18,4.3,25.1,,,,,,
76.19,4.32,25.2,,52.2,4.32,25.2,,,,,,
76.2,4.33,25.4,,52.21,4.33,25.4,,,,,,
76.21,4.34,25.5,,52.22,4.34,25.5,,,,,,
76.23,4.36,25.5,,52.24,4.36,25.5,,,,,,
76.24,4.37,25.7,,52.25,4.37,25.7,,,,,,
76.25,4.38,25.6,,52.26,4.38,25.6,,,,,,
76.26,4.4,25.7,,52.27,4.4,25.7,,,,,,
76.27,4.41,25.7,,52.28,4.41,25.7,,,,,,
76.29,4.42,25.6,,52.3,4.42,25.6,,,,,,
76.3,4.43,25.5,,52.31,4.43,25.5,,,,,,
76.31,4.44,25.9,,52.32,4.44,25.9,,,,,,
76.32,4.46,26,,52.33,4.46,26,,,,,,
76.34,4.47,25.9,,52.35,4.47,25.9,,,,,,
76.35,4.48,25.9,,52.36,4.48,25.9,,,,,,
76.36,4.5,26.2,,52.37,4.5,26.2,,,,,,
76.37,4.51,26,,52.38,4.51,26,,,,,,
76.39,4.52,25.9,,52.4,4.52,25.9,,,,,,
76.4,4.53,26,,52.41,4.53,26,,,,,,
76.41,4.55,26.3,,52.42,4.55,26.3,,,,,,
76.42,4.56,26.2,,52.43,4.56,26.2,,,,,,
76.44,4.57,26.1,,52.45,4.57,26.1,,,,,,
76.45,4.59,26.5,,52.46,4.59,26.5,,,,,,
76.46,4.6,26.7,,52.47,4.6,26.7,,,,,,
76.47,4.61,26.6,,52.48,4.61,26.6,,,,,,
76.48,4.63,26.5,,52.49,4.63,26.5,,,,,,
76.5,4.64,26.4,,52.51,4.64,26.4,,,,,,
76.51,4.65,26.5,,52.52,4.65,26.5,,,,,,
76.52,4.67,26.5,,52.53,4.67,26.5,,,,,,
76.53,4.68,26.5,,52.54,4.68,26.5,,,,,,
76.55,4.69,26.7,,52.56,4.69,26.7,,,,,,
76.56,4.71,26.6,,52.57,4.71,26.6,,,,,,
76.57,4.72,26.8,,52.58,4.72,26.8,,,,,,
76.58,4.73,27.1,,52.59,4.73,27.1,,,,,,
76.6,4.74,26.9,,52.61,4.74,26.9,,,,,,
76.61,4.76,27,,52.62,4.76,27,,,,,,
76.62,4.77,27,,52.63,4.77,27,,,,,,
76.63,4.78,27,,52.64,4.78,27,,,,,,
76.64,4.8,27.2,,52.65,4.8,27.2,,,,,,
76.66,4.82,27.4,,52.67,4.82,27.4,,,,,,
76.67,4.82,27.3,,52.68,4.82,27.3,,,,,,
76.68,4.84,27.2,,52.69,4.84,27.2,,,,,,
76.69,4.86,26.9,,52.7,4.86,26.9,,,,,,
76.71,4.87,27.1,,52.72,4.87,27.1,,,,,,
76.72,4.89,27.4,,52.73,4.89,27.4,,,,,,
76.73,4.9,27.3,,52.74,4.9,27.3,,,,,,
76.74,4.91,27.2,,52.75,4.91,27.2,,,,,,
76.76,4.93,27.5,,52.77,4.93,27.5,,,,,,
76.77,4.94,27.5,,52.78,4.94,27.5,,,,,,
76.78,4.95,27.5,,52.79,4.95,27.5,,,,,,
76.79,4.97,27.6,,52.8,4.97,27.6,,,,,,
76.8,4.98,27.4,,52.81,4.98,27.4,,,,,,
76.82,4.99,27.4,,52.83,4.99,27.4,,,,,,
76.83,5.01,27.5,,52.84,5.01,27.5,,,,,,
76.84,5.02,27.6,,52.85,5.02,27.6,,,,,,
76.85,5.03,27.8,,52.86,5.03,27.8,,,,,,
76.87,5.05,27.8,,52.88,5.05,27.8,,,,,,
76.88,5.06,27.8,,52.89,5.06,27.8,,,,,,
76.89,5.07,28,,52.9,5.07,28,,,,,,
76.91,5.09,28.2,,52.92,5.09,28.2,,,,,,
76.92,5.1,28,,52.93,5.1,28,,,,,,
76.93,5.11,27.7,,52.94,5.11,27.7,,,,,,
76.94,5.13,27.7,,52.95,5.13,27.7,,,,,,
76.95,5.14,28,,52.96,5.14,28,,,,,,
76.97,5.15,28.2,,52.98,5.15,28.2,,,,,,
76.98,5.16,28.1,,52.99,5.16,28.1,,,,,,
76.99,5.18,27.9,,53,5.18,27.9,,,,,,
77,5.19,28.3,,53.01,5.19,28.3,,,,,,
77.02,5.2,28.4,,53.03,5.2,28.4,,,,,,
77.03,5.22,28.4,,53.04,5.22,28.4,,,,,,
77.04,5.23,28.2,,53.05,5.23,28.2,,,,,,
77.05,5.24,28.2,,53.06,5.24,28.2,,,,,,
77.07,5.25,28.4,,53.08,5.25,28.4,,,,,,
77.08,5.26,28.6,,53.09,5.26,28.6,,,,,,
77.09,5.28,28.7,,53.1,5.28,28.7,,,,,,
77.1,5.29,28.7,,53.11,5.29,28.7,,,,,,
77.11,5.3,28.8,,53.12,5.3,28.8,,,,,,
77.13,5.32,28.7,,53.14,5.32,28.7,,,,,,
77.14,5.33,28.7,,53.15,5.33,28.7,,,,,,
77.15,5.34,28.5,,53.16,5.34,28.5,,,,,,
77.16,5.36,28.8,,53.17,5.36,28.8,,,,,,
77.18,5.37,29,,53.19,5.37,29,,,,,,
77.19,5.38,29.1,,53.2,5.38,29.1,,,,,,
77.2,5.39,29.2,,53.21,5.39,29.2,,,,,,
77.21,5.41,29.1,,53.22,5.41,29.1,,,,,,
77.23,5.43,29.1,,53.24,5.43,29.1,,,,,,
77.24,5.43,29.1,,53.25,5.43,29.1,,,,,,
77.25,5.45,29.2,,53.26,5.45,29.2,,,,,,
77.26,5.46,29,,53.27,5.46,29,,,,,,
77.28,5.47,29,,53.29,5.47,29,,,,,,
77.29,5.48,28.9,,53.3,5.48,28.9,,,,,,
77.3,5.5,29.1,,53.31,5.5,29.1,,,,,,
77.31,5.51,29.2,,53.32,5.51,29.2,,,,,,
77.32,5.53,29.3,,53.33,5.53,29.3,,,,,,
77.34,5.54,29.4,,53.35,5.54,29.4,,,,,,
77.35,5.55,29.6,,53.36,5.55,29.6,,,,,,
77.36,5.57,29.7,,53.37,5.57,29.7,,,,,,
77.37,5.58,29.8,,53.38,5.58,29.8,,,,,,
77.39,5.59,29.6,,53.4,5.59,29.6,,,,,,
77.4,5.6,29.7,,53.41,5.6,29.7,,,,,,
77.41,5.61,29.5,,53.42,5.61,29.5,,,,,,
77.42,5.63,29.6,,53.43,5.63,29.6,,,,,,
77.44,5.64,29.9,,53.45,5.64,29.9,,,,,,
77.45,5.66,30,,53.46,5.66,30,,,,,,
77.46,5.67,30,,53.47,5.67,30,,,,,,
77.47,5.68,29.8,,53.48,5.68,29.8,,,,,,
77.49,5.69,30,,53.5,5.69,30,,,,,,
77.5,5.71,29.8,,53.51,5.71,29.8,,,,,,
77.51,5.72,30,,53.52,5.72,30,,,,,,
77.52,5.73,30.3,,53.53,5.73,30.3,,,,,,
77.53,5.75,30.5,,53.54,5.75,30.5,,,,,,
77.55,5.76,30.2,,53.56,5.76,30.2,,,,,,
77.56,5.77,30.1,,53.57,5.77,30.1,,,,,,
77.57,5.78,30.3,,53.58,5.78,30.3,,,,,,
77.58,5.8,30.3,,53.59,5.8,30.3,,,,,,
77.6,5.81,30.6,,53.61,5.81,30.6,,,,,,
77.61,5.82,30.4,,53.62,5.82,30.4,,,,,,
77.62,5.84,30.5,,53.63,5.84,30.5,,,,,,
77.63,5.85,30.5,,53.64,5.85,30.5,,,,,,
77.65,5.86,30.6,,53.66,5.86,30.6,,,,,,
77.66,5.88,30.7,,53.67,5.88,30.7,,,,,,
77.67,5.89,30.8,,53.68,5.89,30.8,,,,,,
77.68,5.91,30.9,,53.69,5.91,30.9,,,,,,
77.7,5.92,30.7,,53.71,5.92,30.7,,,,,,
77.71,5.93,30.7,,53.72,5.93,30.7,,,,,,
77.72,5.95,30.7,,53.73,5.95,30.7,,,,,,
77.73,5.96,30.8,,53.74,5.96,30.8,,,,,,
77.74,5.97,30.8,,53.75,5.97,30.8,,,,,,
77.76,5.99,30.9,,53.77,5.99,30.9,,,,,,
77.77,6,31.1,,53.78,6,31.1,,,,,,
77.78,6.01,31,,53.79,6.01,31,,,,,,
77.79,6.03,31,,53.8,6.03,31,,,,,,
77.81,6.04,31.2,,53.82,6.04,31.2,,,,,,
77.82,6.05,31.2,,53.83,6.05,31.2,,,,,,
77.83,6.07,31.2,,53.84,6.07,31.2,,,,,,
77.84,6.08,31.1,,53.85,6.08,31.1,,,,,,
77.86,6.09,31.3,,53.87,6.09,31.3,,,,,,
77.87,6.11,31.5,,53.88,6.11,31.5,,,,,,
77.88,6.12,31.6,,53.89,6.12,31.6,,,,,,
77.89,6.13,31.7,,53.9,6.13,31.7,,,,,,
77.91,6.14,31.5,,53.92,6.14,31.5,,,,,,
77.92,6.16,31.5,,53.93,6.16,31.5,,,,,,
77.93,6.17,31.7,,53.94,6.17,31.7,,,,,,
77.94,6.18,31.9,,53.95,6.18,31.9,,,,,,
77.96,6.2,32,,53.97,6.2,32,,,,,,
77.97,6.21,31.5,,53.98,6.21,31.5,,,,,,
77.98,6.22,31.5,,53.99,6.22,31.5,,,,,,
77.99,6.23,31.6,,54,6.23,31.6,,,,,,
78,6.24,31.9,,54.01,6.24,31.9,,,,,,
78.02,6.26,31.9,,54.03,6.26,31.9,,,,,,
78.03,6.27,31.9,,54.04,6.27,31.9,,,,,,
78.04,6.28,32,,54.05,6.28,32,,,,,,
78.05,6.3,31.8,,54.06,6.3,31.8,,,,,,
78.07,6.31,31.9,,54.08,6.31,31.9,,,,,,
78.08,6.32,32.2,,54.09,6.32,32.2,,,,,,
78.09,6.34,32.1,,54.1,6.34,32.1,,,,,,
78.1,6.35,32.3,,54.11,6.35,32.3,,,,,,
78.12,6.36,32.3,,54.13,6.36,32.3,,,,,,
78.13,6.37,32.3,,54.14,6.37,32.3,,,,,,
78.14,6.39,32.4,,54.15,6.39,32.4,,,,,,
78.15,6.4,32.4,,54.16,6.4,32.4,,,,,,
78.17,6.41,32.6,,54.18,6.41,32.6,,,,,,
78.18,6.43,32.6,,54.19,6.43,32.6,,,,,,
78.19,6.44,32.8,,54.2,6.44,32.8,,,,,,
78.2,6.45,32.7,,54.21,6.45,32.7,,,,,,
78.21,6.47,32.4,,54.22,6.47,32.4,,,,,,
78.23,6.48,32.3,,54.24,6.48,32.3,,,,,,
78.24,6.49,32.3,,54.25,6.49,32.3,,,,,,
78.25,6.51,32.4,,54.26,6.51,32.4,,,,,,
78.26,6.52,32.6,,54.27,6.52,32.6,,,,,,
78.28,6.53,32.6,,54.29,6.53,32.6,,,,,,
78.29,6.55,32.7,,54.3,6.55,32.7,,,,,,
78.3,6.56,32.7,,54.31,6.56,32.7,,,,,,
78.31,6.57,32.7,,54.32,6.57,32.7,,,,,,
78.33,6.59,32.7,,54.34,6.59,32.7,,,,,,
78.34,6.59,32.8,,54.35,6.59,32.8,,,,,,
78.35,6.61,33,,54.36,6.61,33,,,,,,
78.36,6.62,33,,54.37,6.62,33,,,,,,
78.37,6.64,33.1,,54.38,6.64,33.1,,,,,,
78.39,6.65,33.3,,54.4,6.65,33.3,,,,,,
78.4,6.66,33.4,,54.41,6.66,33.4,,,,,,
78.41,6.67,33.1,,54.42,6.67,33.1,,,,,,
78.42,6.69,33,,54.43,6.69,33,,,,,,
78.44,6.7,33.4,,54.45,6.7,33.4,,,,,,
78.45,6.71,33.3,,54.46,6.71,33.3,,,,,,
78.46,6.72,33.5,,54.47,6.72,33.5,,,,,,
78.47,6.73,33.5,,54.48,6.73,33.5,,,,,,
78.49,6.75,33.5,,54.5,6.75,33.5,,,,,,
78.5,6.76,33.5,,54.51,6.76,33.5,,,,,,
78.51,6.76,33.4,,54.52,6.76,33.4,,,,,,
78.52,6.78,33.5,,54.53,6.78,33.5,,,,,,
78.54,6.8,33.5,,54.55,6.8,33.5,,,,,,
78.55,6.81,33.7,,54.56,6.81,33.7,,,,,,
78.56,6.82,33.7,,54.57,6.82,33.7,,,,,,
78.57,6.84,34,,54.58,6.84,34,,,,,,
78.59,6.84,33.7,,54.6,6.84,33.7,,,,,,
78.6,6.86,33.8,,54.61,6.86,33.8,,,,,,
78.61,6.88,34,,54.62,6.88,34,,,,,,
78.62,6.88,33.8,,54.63,6.88,33.8,,,,,,
78.64,6.9,33.8,,54.65,6.9,33.8,,,,,,
78.65,6.91,33.9,,54.66,6.91,33.9,,,,,,
78.66,6.92,34,,54.67,6.92,34,,,,,,
78.67,6.93,34.2,,54.68,6.93,34.2,,,,,,
78.68,6.95,34.1,,54.69,6.95,34.1,,,,,,
78.7,6.96,34.1,,54.71,6.96,34.1,,,,,,
78.71,6.98,34.3,,54.72,6.98,34.3,,,,,,
78.72,6.99,34.5,,54.73,6.99,34.5,,,,,,
78.73,7,34.5,,54.74,7,34.5,,,,,,
78.75,7.01,34.4,,54.76,7.01,34.4,,,,,,
78.76,7.03,34.6,,54.77,7.03,34.6,,,,,,
78.77,7.04,34.6,,54.78,7.04,34.6,,,,,,
78.78,7.05,34.5,,54.79,7.05,34.5,,,,,,
78.8,7.07,34.7,,54.81,7.07,34.7,,,,,,
78.81,7.08,34.6,,54.82,7.08,34.6,,,,,,
78.82,7.09,34.6,,54.83,7.09,34.6,,,,,,
78.83,7.11,34.6,,54.84,7.11,34.6,,,,,,
78.85,7.11,34.5,,54.86,7.11,34.5,,,,,,
78.86,7.13,34.7,,54.87,7.13,34.7,,,,,,
78.87,7.14,34.9,,54.88,7.14,34.9,,,,,,
78.88,7.16,34.8,,54.89,7.16,34.8,,,,,,
78.89,7.17,34.8,,54.9,7.17,34.8,,,,,,
78.91,7.18,34.9,,54.92,7.18,34.9,,,,,,
78.92,7.19,35,,54.93,7.19,35,,,,,,
78.93,7.2,35,,54.94,7.2,35,,,,,,
78.94,7.22,34.9,,54.95,7.22,34.9,,,,,,
78.96,7.23,34.9,,54.97,7.23,34.9,,,,,,
78.97,7.24,35,,54.98,7.24,35,,,,,,
78.98,7.26,35.2,,54.99,7.26,35.2,,,,,,
78.99,7.27,35,,55,7.27,35,,,,,,
79.01,7.28,34.9,,55.02,7.28,34.9,,,,,,
79.02,7.29,35,,55.03,7.29,35,,,,,,
79.03,7.3,35.2,,55.04,7.3,35.2,,,,,,
79.04,7.32,35.4,,55.05,7.32,35.4,,,,,,
79.05,7.33,35.4,,55.06,7.33,35.4,,,,,,
79.07,7.34,35.6,,55.08,7.34,35.6,,,,,,
79.08,7.36,35.6,,55.09,7.36,35.6,,,,,,
79.09,7.36,35.5,,55.1,7.36,35.5,,,,,,
79.1,7.38,35.5,,55.11,7.38,35.5,,,,,,
79.12,7.4,35.7,,55.13,7.4,35.7,,,,,,
79.13,7.41,35.7,,55.14,7.41,35.7,,,,,,
79.14,7.42,35.7,,55.15,7.42,35.7,,,,,,
79.15,7.44,35.6,,55.16,7.44,35.6,,,,,,
79.17,7.45,35.6,,55.18,7.45,35.6,,,,,,
79.18,7.46,35.9,,55.19,7.46,35.9,,,,,,
79.19,7.48,35.9,,55.2,7.48,35.9,,,,,,
79.2,7.49,35.8,,55.21,7.49,35.8,,,,,,
79.22,7.5,35.8,,55.23,7.5,35.8,,,,,,
79.23,7.51,35.9,,55.24,7.51,35.9,,,,,,
79.24,7.53,36,,55.25,7.53,36,,,,,,
79.25,7.54,36,,55.26,7.54,36,,,,,,
79.27,7.55,36.1,,55.28,7.55,36.1,,,,,,
79.28,7.56,36.2,,55.29,7.56,36.2,,,,,,
79.29,7.57,36.2,,55.3,7.57,36.2,,,,,,
79.3,7.59,36.4,,55.31,7.59,36.4,,,,,,
79.31,7.6,36.4,,55.32,7.6,36.4,,,,,,
79.33,7.61,36.5,,55.34,7.61,36.5,,,,,,
79.34,7.63,36.5,,55.35,7.63,36.5,,,,,,
79.35,7.64,36.4,,55.36,7.64,36.4,,,,,,
79.36,7.65,36.4,,55.37,7.65,36.4,,,,,,
79.38,7.67,36.6,,55.39,7.67,36.6,,,,,,
79.39,7.68,36.7,,55.4,7.68,36.7,,,,,,
79.4,7.69,36.6,,55.41,7.69,36.6,,,,,,
79.41,7.7,36.7,,55.42,7.7,36.7,,,,,,
79.43,7.72,36.7,,55.44,7.72,36.7,,,,,,
79.44,7.73,37,,55.45,7.73,37,,,,,,
79.45,7.74,36.8,,55.46,7.74,36.8,,,,,,
79.46,7.75,36.8,,55.47,7.75,36.8,,,,,,
79.48,7.76,36.6,,55.49,7.76,36.6,,,,,,
79.49,7.78,36.7,,55.5,7.78,36.7,,,,,,
79.5,7.8,37,,55.51,7.8,37,,,,,,
79.51,7.8,36.9,,55.52,7.8,36.9,,,,,,
79.52,7.82,36.9,,55.53,7.82,36.9,,,,,,
79.54,7.83,37.3,,55.55,7.83,37.3,,,,,,
79.55,7.84,37.4,,55.56,7.84,37.4,,,,,,
79.56,7.86,37.2,,55.57,7.86,37.2,,,,,,
79.57,7.87,37.4,,55.58,7.87,37.4,,,,,,
79.59,7.88,37.4,,55.6,7.88,37.4,,,,,,
79.6,7.89,37.3,,55.61,7.89,37.3,,,,,,
79.61,7.91,37.3,,55.62,7.91,37.3,,,,,,
79.62,7.92,37.5,,55.63,7.92,37.5,,,,,,
79.64,7.93,37.5,,55.65,7.93,37.5,,,,,,
79.65,7.95,37.5,,55.66,7.95,37.5,,,,,,
79.66,7.96,37.5,,55.67,7.96,37.5,,,,,,
79.67,7.97,37.5,,55.68,7.97,37.5,,,,,,
79.69,7.99,37.7,,55.7,7.99,37.7,,,,,,
79.7,8,37.8,,55.71,8,37.8,,,,,,
79.71,8.01,37.8,,55.72,8.01,37.8,,,,,,
79.72,8.02,37.9,,55.73,8.02,37.9,,,,,,
79.73,8.03,37.8,,55.74,8.03,37.8,,,,,,
79.75,8.05,38,,55.76,8.05,38,,,,,,
79.76,8.06,38.1,,55.77,8.06,38.1,,,,,,
79.77,8.07,38.1,,55.78,8.07,38.1,,,,,,
79.78,8.09,38,,55.79,8.09,38,,,,,,
79.8,8.1,38,,55.81,8.1,38,,,,,,
79.81,8.11,38.3,,55.82,8.11,38.3,,,,,,
79.82,8.13,38.4,,55.83,8.13,38.4,,,,,,
79.83,8.14,38.2,,55.84,8.14,38.2,,,,,,
79.85,8.15,38,,55.86,8.15,38,,,,,,
79.86,8.17,38.2,,55.87,8.17,38.2,,,,,,
79.87,8.18,38.4,,55.88,8.18,38.4,,,,,,
79.88,8.19,38.3,,55.89,8.19,38.3,,,,,,
79.89,8.21,38.4,,55.9,8.21,38.4,,,,,,
79.91,8.22,38.4,,55.92,8.22,38.4,,,,,,
79.92,8.23,38.3,,55.93,8.23,38.3,,,,,,
79.93,8.24,38.4,,55.94,8.24,38.4,,,,,,
79.95,8.26,38.8,,55.96,8.26,38.8,,,,,,
79.96,8.27,38.6,,55.97,8.27,38.6,,,,,,
79.97,8.28,38.5,,55.98,8.28,38.5,,,,,,
79.98,8.29,38.5,,55.99,8.29,38.5,,,,,,
79.99,8.31,38.7,,56,8.31,38.7,,,,,,
80.01,8.32,38.6,,56.02,8.32,38.6,,,,,,
80.02,8.33,38.5,,56.03,8.33,38.5,,,,,,
80.03,8.35,38.7,,56.04,8.35,38.7,,,,,,
80.04,8.35,39,,56.05,8.35,39,,,,,,
80.05,8.36,39.1,,56.06,8.36,39.1,,,,,,
80.07,8.38,39.1,,56.08,8.38,39.1,,,,,,
80.08,8.4,39.2,,56.09,8.4,39.2,,,,,,
80.09,8.4,39.2,,56.1,8.4,39.2,,,,,,
80.11,8.42,39.1,,56.12,8.42,39.1,,,,,,
80.12,8.43,39.1,,56.13,8.43,39.1,,,,,,
80.13,8.44,39.3,,56.14,8.44,39.3,,,,,,
80.14,8.46,39.1,,56.15,8.46,39.1,,,,,,
80.16,8.48,39.1,,56.17,8.48,39.1,,,,,,
80.17,8.48,39.4,,56.18,8.48,39.4,,,,,,
80.18,8.5,39.5,,56.19,8.5,39.5,,,,,,
80.19,8.51,39.5,,56.2,8.51,39.5,,,,,,
80.2,8.52,39.4,,56.21,8.52,39.4,,,,,,
80.22,8.53,39.3,,56.23,8.53,39.3,,,,,,
80.23,8.55,39.5,,56.24,8.55,39.5,,,,,,
80.24,8.56,39.7,,56.25,8.56,39.7,,,,,,
80.25,8.57,39.9,,56.26,8.57,39.9,,,,,,
80.27,8.59,39.8,,56.28,8.59,39.8,,,,,,
80.28,8.6,39.6,,56.29,8.6,39.6,,,,,,
80.29,8.61,39.8,,56.3,8.61,39.8,,,,,,
80.3,8.62,39.7,,56.31,8.62,39.7,,,,,,
80.32,8.64,39.9,,56.33,8.64,39.9,,,,,,
80.33,8.65,39.7,,56.34,8.65,39.7,,,,,,
80.34,8.66,39.8,,56.35,8.66,39.8,,,,,,
80.35,8.68,40.2,,56.36,8.68,40.2,,,,,,
80.37,8.69,40.2,,56.38,8.69,40.2,,,,,,
80.38,8.69,40,,56.39,8.69,40,,,,,,
80.39,8.72,39.9,,56.4,8.72,39.9,,,,,,
80.4,8.73,40.1,,56.41,8.73,40.1,,,,,,
80.41,8.73,40.2,,56.42,8.73,40.2,,,,,,
80.43,8.75,40,,56.44,8.75,40,,,,,,
80.44,8.76,40.2,,56.45,8.76,40.2,,,,,,
80.45,8.77,40.3,,56.46,8.77,40.3,,,,,,
80.46,8.79,40.4,,56.47,8.79,40.4,,,,,,
80.48,8.8,40.4,,56.49,8.8,40.4,,,,,,
80.49,8.81,40.4,,56.5,8.81,40.4,,,,,,
80.5,8.84,40.7,,56.51,8.84,40.7,,,,,,
80.51,8.84,40.3,,56.52,8.84,40.3,,,,,,
80.53,8.85,40.2,,56.54,8.85,40.2,,,,,,
80.54,8.87,40.7,,56.55,8.87,40.7,,,,,,
80.55,8.88,40.8,,56.56,8.88,40.8,,,,,,
80.56,8.9,40.7,,56.57,8.9,40.7,,,,,,
80.58,8.91,40.7,,56.59,8.91,40.7,,,,,,
80.59,8.92,40.8,,56.6,8.92,40.8,,,,,,
80.6,8.93,40.8,,56.61,8.93,40.8,,,,,,
80.61,8.94,40.7,,56.62,8.94,40.7,,,,,,
80.62,8.96,40.9,,56.63,8.96,40.9,,,,,,
80.64,8.98,40.8,,56.65,8.98,40.8,,,,,,
80.65,8.99,40.9,,56.66,8.99,40.9,,,,,,
80.66,9,41.1,,56.67,9,41.1,,,,,,
80.67,9.01,41.1,,56.68,9.01,41.1,,,,,,
80.69,9.03,41.1,,56.7,9.03,41.1,,,,,,
80.7,9.04,41,,56.71,9.04,41,,,,,,
80.71,9.05,41.2,,56.72,9.05,41.2,,,,,,
80.72,9.06,41.1,,56.73,9.06,41.1,,,,,,
80.74,9.08,41.3,,56.75,9.08,41.3,,,,,,
80.75,9.09,41.3,,56.76,9.09,41.3,,,,,,
80.76,9.1,41.1,,56.77,9.1,41.1,,,,,,
80.77,9.11,41.2,,56.78,9.11,41.2,,,,,,
80.78,9.13,41.5,,56.79,9.13,41.5,,,,,,
80.8,9.14,41.8,,56.81,9.14,41.8,,,,,,
80.81,9.15,41.7,,56.82,9.15,41.7,,,,,,
80.82,9.17,41.8,,56.83,9.17,41.8,,,,,,
80.83,9.18,41.8,,56.84,9.18,41.8,,,,,,
80.85,9.19,41.9,,56.86,9.19,41.9,,,,,,
80.86,9.2,42,,56.87,9.2,42,,,,,,
80.87,9.22,41.9,,56.88,9.22,41.9,,,,,,
80.88,9.23,42,,56.89,9.23,42,,,,,,
80.9,9.24,41.9,,56.91,9.24,41.9,,,,,,
80.91,9.25,42,,56.92,9.25,42,,,,,,
80.92,9.27,42.1,,56.93,9.27,42.1,,,,,,
80.93,9.28,42.2,,56.94,9.28,42.2,,,,,,
80.95,9.29,42.2,,56.96,9.29,42.2,,,,,,
80.96,9.31,41.9,,56.97,9.31,41.9,,,,,,
80.97,9.32,42,,56.98,9.32,42,,,,,,
80.98,9.33,42.2,,56.99,9.33,42.2,,,,,,
80.99,9.35,42.3,,57,9.35,42.3,,,,,,
81.01,9.35,42.3,,57.02,9.35,42.3,,,,,,
81.02,9.37,42.4,,57.03,9.37,42.4,,,,,,
81.03,9.38,42.4,,57.04,9.38,42.4,,,,,,
81.05,9.4,42.4,,57.06,9.4,42.4,,,,,,
81.06,9.4,42.7,,57.07,9.4,42.7,,,,,,
81.07,9.42,42.9,,57.08,9.42,42.9,,,,,,
81.08,9.44,42.5,,57.09,9.44,42.5,,,,,,
81.09,9.44,42.6,,57.1,9.44,42.6,,,,,,
81.11,9.46,42.9,,57.12,9.46,42.9,,,,,,
81.12,9.48,42.9,,57.13,9.48,42.9,,,,,,
81.13,9.48,42.9,,57.14,9.48,42.9,,,,,,
81.14,9.5,42.7,,57.15,9.5,42.7,,,,,,
81.16,9.51,42.7,,57.17,9.51,42.7,,,,,,
81.17,9.52,42.7,,57.18,9.52,42.7,,,,,,
81.18,9.53,42.8,,57.19,9.53,42.8,,,,,,
81.19,9.55,43.1,,57.2,9.55,43.1,,,,,,
81.2,9.56,42.8,,57.21,9.56,42.8,,,,,,
81.22,9.57,42.9,,57.23,9.57,42.9,,,,,,
81.23,9.59,43.2,,57.24,9.59,43.2,,,,,,
81.24,9.6,43.1,,57.25,9.6,43.1,,,,,,
81.25,9.61,43,,57.26,9.61,43,,,,,,
81.27,9.63,43.1,,57.28,9.63,43.1,,,,,,
81.28,9.64,43.3,,57.29,9.64,43.3,,,,,,
81.29,9.65,43.4,,57.3,9.65,43.4,,,,,,
81.3,9.66,43.6,,57.31,9.66,43.6,,,,,,
81.32,9.68,43.5,,57.33,9.68,43.5,,,,,,
81.33,9.69,43.6,,57.34,9.69,43.6,,,,,,
